C-01	.ai-tmp/screenshots/24_sky_up.png	R7 天空盒（抬头帧：des* 六面）
C-02	.ai-tmp/screenshots/60_bombsite_a.png	D3 Bombsite A 机位（A 点平台 + 箱子）
C-03	.ai-tmp/screenshots/61_mid.png	D5 Mid 中路机位
C-04	.ai-tmp/screenshots/62_long_a.png	D6 Long A 大道机位
C-05	.ai-tmp/screenshots/63_short_a.png	D7 Catwalk / Short A 机位
C-06	.ai-tmp/screenshots/64_b_tunnels.png	D8 B Tunnels 机位
C-07	.ai-tmp/screenshots/97_fix_post_char_front.png	R1 相机钉在 bot 前方 4m：身体/腿/头 + 名牌肉眼可辨
C-08	.ai-tmp/screenshots/93_fix_post_char_closeup.png	R2 第一人称 viewmodel（手枪 + 双臂）
C-09	.ai-tmp/screenshots/05_ingame_ct.png	R7/R8 CT 局内帧（含天空 + 比分右侧秒表图标）
C-10	.ai-tmp/screenshots/24_bombsite_a.png	P1 A 点地面/墙面贴图（原版 BSP 几何 + 贴图）
C-11	.ai-tmp/screenshots/10_ingame_live.png	P1 局内贴图旁证（沙色地面）
C-12	.ai-tmp/screenshots/23_hud_1920.png	HUD 1:1 参考帧
