D-01	.ai-tmp/screenshots/20_boot.png	BootPanel：启动画面（COUNTER-STRIKE 字标 + 副标题 + 按任意键提示 + 版权行 + AccentBar）
D-02	.ai-tmp/screenshots/p_mainmenu.png	MainMenuPanel：原版 12 块 TGA 拼图底 + 左上字标 + 左对齐四项 + 底部居中 by clover-engine
D-03	.ai-tmp/screenshots/p_newgame.png	NewGamePanel：地图列表 de_dust2 / 机器人 / 难度 / 回合数 / 回合时长 1:45 / 起始金钱 + 名字输入 + Start·Back
D-04	.ai-tmp/screenshots/22_serverlist.png	ServerListPanel：Internet·LAN·Favorites 三段 + 列表头 + Refresh + 空列表说明（单机）
D-05	.ai-tmp/screenshots/pl_04.png	LoadingPanel：读条屏（LOADING + 地图名 + 拼图底 + 进度条），连拍抓到的那个窗口
D-06	.ai-tmp/screenshots/p_teamselect.png	TeamSelectPanel 常态：6 项（1 TERRORIST / 2 CT / 3 VIP / 5 AUTO ASSIGN / 6 SPECTATE / 0 CANCEL）+ 真实 de_dust2 背景
D-07	.ai-tmp/screenshots/p_teamselect_hover.png	TeamSelectPanel 悬停态：ctbutton 那一行底下的橙条（= 原版 ButtonArmedBg 255,176,0,100）
D-08	.ai-tmp/screenshots/14_pause.png	PausePanel：GAME PAUSED 对话框 + Resume·Options·Back to Main Menu·Quit
D-09	.ai-tmp/screenshots/p_ingame_live.png	HudPanel：局内 HUD 全项（左下血/甲/钱、右下弹药、中心准星、右上比分+计时+Map、左上雷达、买枪区提示）
D-10	.ai-tmp/screenshots/23_thirdperson.png	WorldNameplate：第三人称观战帧里另一个人身上的头顶名牌 + 血条（被观察者的自己的名牌已隐藏）
D-11	.ai-tmp/screenshots/44_spectate.png	HudPanel 的观战分支：观战中提示 + 切换目标提示（CsSpectatorWidget）
